City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
259,recani,31.2846,-4.2688,38.7,8,0,3.53,MA,2023-07-27 08:39:40
260,daoukro,7.0591,-3.9631,24.82,89,92,1.74,CI,2023-07-27 08:39:40
261,fada,9.5667,8.3,26.07,73,66,1.58,NG,2023-07-27 08:39:40
262,waitara,-38.925,174.25,8.61,82,16,3.55,NZ,2023-07-27 08:39:40
263,brisas de zicatela,15.8369,-97.0419,25.98,77,99,2.62,MX,2023-07-27 08:39:40
264,rundu,-17.9333,19.7667,25.15,21,11,4.3,NA,2023-07-27 08:39:41
265,aldama,22.9167,-98.0667,25.83,93,0,0.98,MX,2023-07-27 08:39:41
266,bandrele,-12.9067,45.1914,28.86,61,20,7.2,YT,2023-07-27 08:39:41
267,cill airne,52.05,-9.5167,16.03,94,100,4.12,IE,2023-07-27 08:39:41
268,puerto lempira,15.2667,-83.7667,25.73,85,74,1.34,HN,2023-07-27 08:39:41
269,dompu,-8.5356,118.4622,27.41,57,15,3.21,ID,2023-07-27 08:39:41
270,leava,-14.3,-178.1667,26.57,72,99,6.16,WF,2023-07-27 08:39:42
271,hassa,36.7994,36.5178,37.65,23,0,3.03,TR,2023-07-27 08:39:42
272,port elizabeth,-33.918,25.5701,17.28,72,0,5.14,ZA,2023-07-27 08:39:42
273,al kharj,24.155,47.3346,44.32,7,57,3.88,SA,2023-07-27 08:39:42
274,colon,9.3592,-79.9014,23.84,88,97,2.24,PA,2023-07-27 08:39:43
275,vilyuysk,63.7553,121.6247,24.86,36,10,1.7,RU,2023-07-27 08:39:43
276,salinopolis,-0.6136,-47.3561,25.44,87,17,4.98,BR,2023-07-27 08:37:24
277,novyy urgal,51.0736,132.5642,25.93,64,89,0.5,RU,2023-07-27 08:39:43
278,andalgala,-27.5819,-66.3165,8.85,65,64,0.64,AR,2023-07-27 08:39:43
279,saldanha,-33.0117,17.9442,13.03,73,100,5.55,ZA,2023-07-27 08:39:43
280,nambucca heads,-30.65,153.0,16.0,72,0,5.09,AU,2023-07-27 08:39:44
281,arvayheer,46.2639,102.775,25.02,26,87,4.16,MN,2023-07-27 08:39:44
282,bredasdorp,-34.5322,20.0403,15.01,69,0,2.32,ZA,2023-07-27 08:39:44
